,title,label,prediction
978,sorry ben carson critics obama also referred to slaves as immigrants breitbart,1.0,1.0
979,rajoy anuncia el inicio de una nueva etapa poltica basada en el dilogo,0.0,0.0
980,how to rig an election james okeefe expose follow the money,0.0,0.0
981,full yolo mode obama going allout on halloween to show trump the presidency is not entertainment,0.0,0.0
982,one season ends and another begins baseball playoff matchups are set the new york times,1.0,1.0
983,hannity on health care bill this is not president trumps failure breitbart,1.0,1.0
984,overcoming anxiety spirit communications,0.0,0.0
985,the path men took to trump,0.0,0.0
986,a view of the syrian war from the golan heights,0.0,0.0
987,ao fallece francisco franco con aos de retraso,0.0,0.0
988,shocking video machine refuses to allow vote for trump in pennsylvania endingfed news network,0.0,0.0
989,cubs defeat dodgers to clinch first pennant since the new york times,1.0,1.0
990,california upholds auto emissions standards setting up faceoff with trump the new york times,1.0,1.0
991,designer stefano gabbana proud to dress melania trump for official portrait tells critics to go to hell,1.0,1.0
992,break the silence or support selfdetermination in syria the answer should be obvious,0.0,0.0
993,a wrenching decision where black history and floods intertwine the new york times,1.0,1.0
994,france beats germany to reach euro final the new york times,1.0,1.0
995,fcking insane wikileaks email shows team clinton going ballistic over her private emails,0.0,0.0
996,cnn fired donna brazile weeks ago made it public now after wikileaks revelation,0.0,0.0
997,phyllis chesler disinvited from academic conference on middle east honor killings breitbart,1.0,1.0
998,aclu threatens war against president trump,0.0,0.0
999,on patriots day love will defeat evil the new york times,1.0,1.0
1000,figuring out when and why squids lost their shells the new york times,1.0,1.0
1001,ethics in the real world peter singers provocative essays the new york times,1.0,1.0
1002,phil collins is very much alive the new york times,1.0,1.0
1003,trump snapchat mosul your wednesday evening briefing the new york times,1.0,1.0
1004,north korean defector says kim jonguns control is crumbling the new york times,1.0,1.0
1005,beyond hidden figures nurturing new black and latino math whizzes the new york times,1.0,1.0
1006,,0.0,0.0
1007,scientists told to remain silent on glyphosate cancer findings,0.0,0.0
1008,russia suggests joint engineering troops drills with india,0.0,0.0
1009,obama defends transgender directive for school bathrooms the new york times,1.0,1.0
1010,uk doctors create list of procedures you dont need,0.0,0.0
1011, thugs try to rape grandaughter grampa grabs shotgun and blasts them,0.0,0.0
1012,christian bakers refusing gay wedding cake appeal guilty verdict,1.0,0.0
1013,venezuelan president is chased by angry protesters the new york times,1.0,1.0
1014,australian govt adopts extreme vetting for islamic migrants reforms foreign worker visas breitbart,1.0,1.0
1015,bill weld is hillary clintons libertarian party surrogate,0.0,0.0
1016,its on between duterte and america,0.0,0.0
1017,christians targeted by islamic state flee egypts sinai villages,1.0,0.0
1018,ramsay bolton of game of thrones is the most hated man on tv the new york times,1.0,1.0
1019,google exec hb restriction is stupidest policy,1.0,1.0
1020,italian mayor blasted for scathing verbal attack on african muslim savages who have been invading southern italy,0.0,0.0
1021,brexit means clusterfuck confirms prime minister newsthump,0.0,0.0
1022,this is no cold war its far worse than that,0.0,0.0
1023,cia director mike pompeo venezuelas arms proliferation is a real threat to america,1.0,0.0
1024,funny snls solution to democrat election denial safe space for everyone video,0.0,0.0
1025,how the oligarchs plan to steal the election,0.0,0.0
1026,nusra front launches new offensive around syrias aleppo,0.0,0.0
1027,the quiet revolution fed up british middle classes backing brexit,1.0,0.0
1028,colorado voters on the verge of keeping slavery exception in state constitution the new york times,1.0,1.0
1029,kim jongnam was killed by vx nerve agent malaysians say the new york times,1.0,1.0
1030,the beautiful prehistoric world is earth now a wasteland,0.0,0.0
1031,fbi rebels huma abedin insurance file found on seized laptop emails,0.0,0.0
1032,turning negative thinkers into positive ones the new york times,1.0,1.0
1033,phoenix tv station uncovers soros voting machine fraud,0.0,0.0
1034,in pat summitt a toughness greater than invincibility the new york times,1.0,1.0
1035,donald trump and the disabled reporter the whole truth and not the spin put on by the media,0.0,0.0
1036,why deep breathing may keep us calm the new york times,1.0,1.0
1037,from pitch perfect to broadway hes vocal about a cappella the new york times,1.0,1.0
1038,ag sessions no legal problem with imprisoning jihadists at guantnamo,1.0,1.0
1039,neil armstrong their ships were far superior to our boy where they big,0.0,0.0
1040,i want to kiss america a woman who fled nazis then russia makes a life in brooklyn the new york times,1.0,1.0
1041, books to help understand trumps win the new york times,1.0,1.0
1042, questioned after video shows racially charged beating in chicago the new york times,1.0,1.0
1043,dup set to spurn tory remainers and back full brexit,1.0,0.0
1044, years later jon corzine may avoid trial with million settlement the new york times,1.0,1.0
1045,new report blames air pollution for deaths of children every year,0.0,0.0
1046,donald trump used over from charity for business disputes report says the new york times,1.0,1.0
1047,election theft in texas,0.0,0.0
1048,farage to be close but unofficial advisor to president trump,1.0,0.0
1049,inquiry launched as smashed pint glass in pub receives no sarcastic cheer,0.0,0.0
1050,norm macdonalds often funny always fabulist based on a true story the new york times,1.0,1.0
1051,trumps hires will set course of his presidency the new york times,1.0,1.0
1052,obamacare architect tells cnn that americans should receive higher penaltys in order for obamacare to work,0.0,0.0
1053,trade deficit falls by as us factories benefit from economic stability around the globe,1.0,0.0
1054,vote now in us presidential election open poll,0.0,0.0
1055,the onion g is finest news source,0.0,0.0
1056,underpressure deutsche bank reports surprise profit but rise in debt trading revenues way behind barclays co,0.0,0.0
1057,nasa accidentally films the best ufo sighting yet,0.0,0.0
1058,breaking nbc caught preparing hillary victory results before election this is shocking to everyone endingfed news network,0.0,0.0
1059,cbs les moonves wants nfl commissioner goodell to speed up games breitbart,1.0,1.0
1060,a play timed to trumps candidacy asks what if the new york times,1.0,1.0
1061,princeton is latest ivy league school to suspend team over vulgar materials the new york times,1.0,1.0
1062,black mob viciously beats white trump voter,0.0,0.0
1063,milo responds to ann coulter cancellation i will bring an army to berkeley if i have to breitbart,1.0,1.0
1064,obamacare architect gruber demands larger mandate penalty,0.0,0.0
1065,how soon before we become venezuela,0.0,0.0
1066,did democrats really stuff ballot g is their answer,0.0,0.0
1067,key republican in health laws fate hails from a state that embraced it the new york times,1.0,1.0
1068,pet pigs of new york illegal embattled beloved the new york times,1.0,1.0
1069, friars mission reviving a brooklyn church in a religious dead zone the new york times,1.0,1.0
1070,more men are taking womens jobs usually disadvantaged men the new york times,1.0,1.0
1071,scheduled flights to cuba from us begin again now with jet engines the new york times,1.0,1.0
1072,report more citizens saudi arabia have joined islamic state than any other country,1.0,0.0
1073,chinese may become russias second largest ethnic population by russia india report,0.0,0.0
1074,watch steve bannon sworn in as president trump chief strategist breitbart,1.0,1.0
1075,new test of north korean missile fails south says the new york times,1.0,1.0
1076,make england savage again petition calls for radio legend to be unbanned from uk breitbart,1.0,0.0
1077,report obama intel officials used russia blackmail claims to warn israel about trusting trump ,1.0,1.0
1078,dan coats the mister rogers senator poised to be intelligence chief the new york times,1.0,1.0
1079,it is possible says woman who survived fouryear relationship with twat,0.0,0.0
1080,un joint investigation mechanism in syria needs some added value,0.0,0.0
1081,in hacked audio hillary clinton rethinks obamas nuclear upgrade plan the new york times,1.0,1.0
1082,the quebec city mosque victims professor butcher computer technician the new york times,1.0,1.0
1083, of voters in bankrupt puerto rico want statehood breitbart,1.0,1.0
1084,state official portraits of potus vpotus cabinet not yet in place breitbart,1.0,0.0
1085,trump turns to his right flank to fill national security posts the new york times,1.0,1.0
1086, ,0.0,0.0
1087,ww nuclear war drills world war to start in ukraine,0.0,0.0
1088,no russia is not isolated or the enemy,0.0,0.0
1089,police gang of arrested for murders of colorado high school students breitbart,1.0,1.0
1090,donna brazile suggests snowstorm stella could hurt trump politically,1.0,0.0
1091,kiev says detained russian servicemen are accused of breaking military oath russia news now,0.0,0.0
1092,breaking attempted assassination of donald trump video,0.0,0.0
1093,addiction specialists ponder a potential aid pot the new york times,1.0,1.0
1094,rep brat obamacare deal the most free market we could get it before losing house votes,1.0,0.0
1095,how mike pence and donald trump compare on the issues the new york times,1.0,1.0
1096,,0.0,0.0
1097,planned parenthood abortion pill usage now rivals surgery,0.0,1.0
1098,cuba in all its natural glory at the american museum of natural history the new york times,1.0,1.0
1099,sweden attack truck mows down pedestrians in stockholm four dead shots fired,1.0,1.0
1100,eric bolling just exposed hillarys terror ties this is blowing up all over the social media,0.0,0.0
1101,world or at least brooklyn stops for lost dog the new york times,1.0,1.0
1102,comment on india moves to severely restrict use of cash forcing much of economy into barter by bugs bunny,0.0,0.0
1103,peter doig says he didnt paint this now he has to prove it the new york times,1.0,1.0
1104,chinesecanadians fear chinas rising clout is muzzling them the new york times,1.0,1.0
1105,ireland doesnt want apples back taxes but the irish arent so sure the new york times,1.0,1.0
1106,clintons emails again the new york times,1.0,1.0
1107,welcome to the trump world order information,0.0,0.0
1108,russia is hoarding gold at an alarming rate the next world war will be fought with currencies,0.0,0.0
1109,whats goes around comes around or how russia and the us are trading punches by scott humor,0.0,0.0
1110,will loretta lynch actually press charges against hillary the federalist papers,0.0,0.0
1111,,0.0,0.0
1112,india remains indifferent towards kashmiris problem,0.0,0.0
1113,nato vassals eager to poke the bear in black sea,0.0,0.0
1114,media outlets pledge evenhanded criticism of trump clinton over next years the onion g is finest news source,0.0,0.0
1115,president trump has shattered jews american idyll information,0.0,0.0
1116,fbi reviewing clinton emails found while investigating anthony weiner video,0.0,0.0
1117,trump team begins making list of executive orders to erase obamas presidency on day one,0.0,1.0
1118, tribute to our troops veterans who continue to serve,0.0,0.0
1119,are you ready for aftermath of the election will there be an election,0.0,0.0
1120,edgar feuchtwanger bore witness horribly close to hitler the new york times,1.0,1.0
1121, guantnamo prisoners from yemen are sent to saudi arabia the new york times,1.0,1.0
1122,after hurricane matthew devastation in southern haiti the new york times,1.0,1.0
1123,exarmy sniper gets year sentence in murderforhire scheme the new york times,1.0,1.0
1124,eu finland can help settlement of syria conflict iran parliament speaker,0.0,0.0
1125,european parliament suspends negotiations with turkey on eu membership,0.0,0.0
1126,family dna searches seen as crimesolving tool and intrusion on rights the new york times,1.0,1.0
1127,mxico ante la cidh otra vez,0.0,0.0
1128, ,0.0,0.0
1129,donald trump appoints media firebrand to run campaign the new york times,1.0,1.0
1130,venezuelans using rare pepes and bitcoin as currency breitbart,1.0,1.0
1131,declaring thats me and empowering latinas the new york times,1.0,1.0
1132,in libel suit melania trump cites loss of chance to make millions the new york times,1.0,1.0
1133,why land and homes actually tend to be disappointing investments the new york times,1.0,1.0
1134,omar mateen told police hed strap bombs to hostages orlando mayor says the new york times,1.0,1.0
1135,us wary of its new neighbor in djibouti a chinese naval base the new york times,1.0,1.0
1136,syrian refugee with four wives and children claims a year in benefits,0.0,0.0
1137,shadow government in south korea,0.0,0.0
1138,with false claims trump attacks media on turnout and intelligence rift the new york times,1.0,1.0
1139,what the clintons did to haiti,0.0,0.0
1140,crossing the border heres how to safeguard your data from searches the new york times,1.0,1.0
1141, reasons to drink lemon water on an empty stomach,0.0,0.0
1142,merkel says facebook google distort perception demands they reveal algorithms,0.0,0.0
1143,breaking irrefutable proof obama lied to protect hillary clintons run for the white house read,0.0,0.0
1144, asked what its fucking problem is,0.0,0.0
1145,anonymous hillary could be in handcuffs in hours,0.0,0.0
1146,the most trusted national leader today percent of filipinos have much trust in duterte,1.0,0.0
1147,george sorosfinanced groups scheme to stop trumps temporary refugee halt order breitbart,1.0,1.0
1148,ukraine stunned as vast cash reserves of political elite are made public tyler durden,0.0,0.0
1149,,0.0,0.0
1150,pope francis shocks workers with procapitalism pitch,1.0,1.0
1151,gorka leaks from obama loyalists dangerous politicization of intelligence,1.0,0.0
1152,speaker paul ryan after an awkward courtship endorses donald trump the new york times,1.0,1.0
1153,nearly fourfifths of white evangelicals say theyll vote for donald trump the new york times,1.0,1.0
1154,a rare pacific islander captivates its neighborhood the new york times,1.0,1.0
1155,break the silence or support selfdetermination in syria the answer should be obvious,0.0,0.0
1156,a suicidologists new challenge the george washington bridge the new york times,1.0,1.0
1157,olympic ban adds to russias culture of grievances the new york times,1.0,1.0
1158,racist sign calls for lynching black people to prevent them from getting equal rights,0.0,0.0
1159,senators john mccain lindsey graham susan collins vote to retain obamaera climate rule breitbart,1.0,1.0
1160,christine lagarde on trial in france overshadowing imf role the new york times,1.0,1.0
1161,after donald trump will more women believe their own stories the new york times,1.0,1.0
1162,top trump advisers are split on paris agreement on climate change the new york times,1.0,1.0
1163,hillary clinton will be indicted because of the fbi,0.0,0.0
1164,senates vote on simple bill to fund the government is anything but the new york times,1.0,1.0
1165,zimbabwe dictator mugabe rules out retirement as he approaches rd birthday,1.0,0.0
1166,rally of deplorables call for clinton assassination paul ryans reaction is infuriating video,0.0,0.0
1167,ulyukayev detained on suspicion of receiving mln for clearing rosneftbashneft deal russia news now,0.0,0.0
1168,life stepping up when this mans brother died he took it upon himself to discourage his nieces art career,0.0,0.0
1169,kim kardashian the queen of selfies retires her booty from breaking the internet,0.0,0.0
1170,milo praises cal poly president for tough profree speech stance breitbart,1.0,1.0
1171,planned parenthood bids farewell to proabortion obama,1.0,1.0
1172,mlb labor deal is struck averting a work stoppage the new york times,1.0,1.0
1173, colorado inmates given computer tablets with games books music breitbart,1.0,1.0
1174,,0.0,0.0
1175,the campaign to elect evan mcmullin is the cia interfering in the us election,0.0,0.0
1176,eu member states approve canada trade deal,0.0,0.0
1177,a thanksgiving tribute meditation for standing rock,0.0,0.0
1178,reddit users declare war on hillarys paid internet trolls,0.0,0.0
1179,prep blog review essential winter survival tips,0.0,0.0
1180,mike lee health care bill is going to fail breitbart,1.0,1.0
1181,why the ecb is going to print print print,0.0,0.0
1182,victims of boko haram and now shunned by their communities the new york times,1.0,1.0
1183,tancredo hillary clinton should step down to avoid constitutional crisis,0.0,0.0
1184,watch ny governor cuomo at yad vashem antisemitic acts disgustiing,1.0,0.0
1185,the pitfalls of partial disclosure why a string of halftruths just wont cut it,0.0,0.0
1186,fact check trumps misleading claims on the health bill failure the new york times,1.0,1.0
1187,montana democrats vote against bill banning sharia law call it repugnant breitbart,1.0,1.0
1188,what can you wear on a plane it depends whos paying the new york times,1.0,1.0
1189,the failure of democracy,0.0,0.0
1190,video chris wallace drops bombshell on hillary campaign she cant be president because usa supreme,0.0,0.0
1191,what happened in quebec tried to pass a charter that would have banned all religious attire in public specifically to prevent muslim women from hiding their faces,0.0,0.0
1192,from montreal to minnesota by inland sea the new york times,1.0,1.0
1193,one of every three ukrainians ready to leave the country,0.0,0.0
1194,us presidential race rodrigo duterte roger ailes your tuesday evening briefing the new york times,1.0,1.0
1195,elizabeth warren fails to disclose million line of credit breitbart,1.0,1.0
1196,donald trump brexit syria your morning briefing the new york times,1.0,1.0
1197,china warmly welcomes a giant rooster with trumpian characteristics the new york times,1.0,1.0
1198,live hillary clinton addresses nation for first time following presidential race,0.0,0.0
1199,after fbi reopens hillary email case trump supporters chant brutal words,0.0,0.0
1200,teotihuacan,0.0,0.0
1201,dawn of a prolife administration,1.0,0.0
1202, mustsee shows if youre in new york this month the new york times,1.0,1.0
1203,tragedy former nfl star todd heap accidentally kills yearold daughter while moving truck breitbart,1.0,1.0
1204,sheldan nidle update october ,0.0,0.0
1205,us uses tunisia as drone base for libya operations report,0.0,0.0
1206,ren prval president of haiti in quake dies at the new york times,1.0,1.0
1207,sectarian war crimes reported near mosul killed in iraq,0.0,0.0
1208,election in spain gives conservatives more seats but no mandate the new york times,1.0,1.0
1209,comment on not guilty oregon standoff leaders acquitted for malheur wildlife refuge takeover by richard johnson,0.0,0.0
1210,rafael nadal upset by lucas pouille in fourth round of us open the new york times,1.0,1.0
1211,comment on why some people are more altruistic than others what we can learn from them by why some people are more altruistic than others what we can learn from them new earth media,0.0,0.0
1212,,0.0,0.0
1213,for trump three decades of chasing deals in russia the new york times,1.0,1.0
1214,taliban close to overtaking afghan provincial capital officials say the new york times,1.0,1.0
1215,trump favors ending obamacare subsidies breitbart,1.0,1.0
1216,donald trump repeatedly warned anthony weiner was a national security risk,0.0,0.0
1217,vereinigtes knigreich nimmt die dschihadistenausbildung in syrien wieder auf,0.0,0.0
1218,protesters block le pen supporters trying to reach rally,1.0,0.0
1219,re what is causing the strange noises in the sky that are being heard all over the world,0.0,0.0
1220,hands off my smiley face emoji become corporate tools the new york times,1.0,1.0
1221,hillary clinton introduces michelle obama at campaign rally wait what video,0.0,0.0
1222,venezuela teen killed in mother of all protests as maduro seeks to arm one million chavistas breitbart,1.0,1.0
1223,liberal huffington post freaking out after project win for clinton its getting scary,0.0,0.0
1224,cnn panel cannot explain election outcome,0.0,0.0
1225,congressman tells cub scouts hell vote trump no matter what crazy things he says video,0.0,0.0
1226,tim kaines son arrested for alleged role in minnesota antitrump riot,1.0,1.0
1227,cavaliers defeat warriors to win their first nba title the new york times,1.0,1.0
1228,fukushima the untouchable ecoapocalypse no one is talking about,0.0,0.0
1229,the new york times pushes another phony labor shortage breitbart,1.0,1.0
1230,how to steal a river the new york times,1.0,1.0
1231,the great ai awakening the new york times,1.0,1.0
1232,admiral kuznetsov carrier group saved syria from us cruise missile strikes,0.0,0.0
1233,review a darwinian streetcar with a feminist streak the new york times,1.0,1.0
1234,raptors escape past ousting the heat in game the new york times,1.0,1.0
1235,eurosceptic antimass immigration sweden democrats surge to first place in polls,1.0,1.0
1236,gop rep introduces national concealed carry reciprocity on day one of new congress breitbart,1.0,1.0
1237,with th straight win connecticut womens team redefines dominance the new york times,1.0,1.0
1238,snowdens former employer hires exfbi director to review security after nd data breach,0.0,1.0
1239,pourquoi les eau financeraient la campagne du fn,0.0,0.0
1240,robert scheer and amy trask discuss gender race and profit in the world of professional sports,0.0,0.0
1241,the matriarch behind beyonc and solange the new york times,1.0,1.0
1242,federal judge bars north dakota from enforcing restrictive voter id law the new york times,1.0,1.0
1243,re the list of establishment republicans that say they are voting for hillary clinton is staggering,0.0,0.0
1244, tv shows to watch this season the new york times,1.0,1.0
1245,us abstains from un vote calling for end to cuban embargo,0.0,0.0
1246,the dark agenda behind globalism and open borders,0.0,0.0
1247,wikileaks releases nd batch of clinton campaign chair g is emails,0.0,0.0
1248, ,0.0,0.0
1249,stop the wall phone app created by puerto rican professor,1.0,1.0
1250,former classmate trump smacked his son so hard it knocked him to the floor addicting info the knowledge you crave,0.0,0.0
1251,suspect in fatal subway attack pleads not guilty to murder charge the new york times,1.0,1.0
1252, more public workers are fired in turkey crackdown the new york times,1.0,1.0
1253,kellyanne conway democratic leaders should put a stop to violent antitrump protesters breitbart,1.0,1.0
1254,how to make bannock for survival,0.0,0.0
1255,jayz and beyonce are members of aleister crowleys satanic cult oto,0.0,0.0
1256,new fossils strengthen case for hobbit species the new york times,1.0,1.0
1257,heres the clever reason behind thousands of facebook users falsely checking in at standing rock,0.0,0.0
1258,putin rejects russian armys calls to resume aleppo airstrikes jason ditz,0.0,0.0
1259,top shocking animals fighting video,0.0,0.0
1260,criminal case against bill cosby is allowed to proceed the new york times,1.0,1.0
1261,clinton body count sparks explosion of sarcastic campaign to savehuma,0.0,0.0
1262,north korea ready for new missile launch within days,0.0,1.0
1263,andy murray beats milos raonic to win second wimbledon title the new york times,1.0,1.0
1264,review lincoln in the bardo shows a president haunted by grief the new york times,1.0,1.0
1265,,0.0,0.0
1266,employees sue four more universities over retirement plan fees the new york times,1.0,1.0
1267,trump mosul republican party your monday evening briefing the new york times,1.0,1.0
1268,cnns zakaria obama could have given trumps saudi speech breitbart,1.0,1.0
1269,electromagnetic control grids division mindsets healing timeline,0.0,0.0
1270,another unesco vote to disregard jewish connection to jerusalem,0.0,0.0
1271,donald trump jr criticizes london mayor after deadly attack the new york times,1.0,1.0
1272,how small forests can help save the planet the new york times,1.0,1.0
1273,its democrats turn to hint at a shutdown over border wall funding the new york times,1.0,1.0
1274,singer kaya jones shares support for trump thanks joy villa for strength,1.0,1.0
1275,ravens owner steve bisciotti cut commercials to make nfl watchable breitbart,1.0,1.0
1276,tillerson palestinian authority intent on ceasing payments to terrorists,1.0,0.0
1277,ireland reconsiders its constitutional ban on abortion the new york times,1.0,1.0
1278, rt arabic,0.0,0.0
1279,us tv lgbtq characters doubled,0.0,0.0
1280,what donald trump needs to do,0.0,0.0
1281,house democrats guncontrol sitin turns into chaotic showdown with republicans the new york times,1.0,1.0
1282,jason voorhees not joe montana the proper comparison for tom brady breitbart,1.0,1.0
1283,lacklustre campaign sees macron falling in polls,1.0,0.0
1284,,0.0,0.0
1285,a trump presidency will have implications for nato,0.0,0.0
1286,broad challenge to trump order may center on cleveland doctor the new york times,1.0,1.0
1287,russian oil giant rosneft to restore romanov palace near st petersburg,0.0,0.0
1288,its official simone biles is the worlds best gymnast the new york times,1.0,1.0
1289,breitbart reveling in trumps election gains a voice in his white house the new york times,1.0,1.0
1290,united states reformation or fracture,0.0,0.0
1291,florida mcdonalds redecorates for police week after community backlash breitbart,1.0,1.0
1292, type of social engineering attacks to watch out for,0.0,0.0
1293,drone worth million goes missing from arizona army base breitbart,1.0,0.0
1294,huge recall of frozen fruits and vegetables after listeria outbreak the new york times,1.0,1.0
1295,the plenary meeting of iraqi sunnis ended by stressing on unanimity and unity against threats,0.0,0.0
1296,president trump plans monday morning blitz with new immigration executive order,1.0,1.0
1297,delingpole dilbert disses global warming liberal heads explode,1.0,0.0
1298,university of colorado regent defends milo wants more conservative voices on campus breitbart,1.0,1.0
1299,deep state resistance spies withhold intel from trump says wsj,1.0,0.0
1300,a young mothers solitary uphill struggle the new york times,1.0,1.0
1301,aleppo evacuations will be monitored after un reaches deal the new york times,1.0,1.0
1302,young white america is dying of despair breitbart,1.0,1.0
1303,alaska airlines makes history with first biofueled commercial flight,0.0,0.0
1304,the elite have hung hillary out to dry this is a shortlived victory by the people,0.0,0.0
1305,iran grabs nd victory at asian roller skating championships,0.0,0.0
1306,will the new apple iphone have a headphone jack rumormongers say it wont the new york times,1.0,1.0
1307,hillary the political scientist,0.0,0.0
1308,breaking plot to kill trump in nevada exposed please pray world news politics,0.0,0.0
1309,uk involvement in us secret drone war revealed,0.0,0.0
1310,comment on what i learned from dolores cannons work how it changed my life by i dreamed about a dead writer an author highlight g is book nook,0.0,1.0
1311,china cia international womens day your morning briefing the new york times,1.0,1.0
1312,toxic cloud continues to spread over iraq six days after isis sets fire to sulfur mine,0.0,0.0
1313,the race to save the films we love the new york times,1.0,1.0
1314,mark twain found inspiration in germany though not german the new york times,1.0,1.0
1315,,0.0,0.0
1316,mind over matter unseen world of energy now uncovered with bioelectrophotography,0.0,0.0
1317,trump casinos tax debt was million then christie took office the new york times,1.0,1.0
1318,dea official spills the beans on the clinton foundation,0.0,0.0
1319,in americas heartland discussing climate change without saying climate change the new york times,1.0,1.0
1320,tennessee enacts nations most comprehensive campus free speech law,1.0,1.0
1321,comment on nutritious foods that help reduce asthma attacks boost your health by nutritious foods that help reduce asthma attacks boost your health health alternative solutions,0.0,1.0
1322,to our readers from the publisher and executive editor the new york times,1.0,1.0
1323,headliners in philadelphia and bill de blasio on the sideline the new york times,1.0,1.0
1324,,0.0,0.0
1325,californias antigun prop likely to pass,0.0,0.0
1326,jean kennedy smith remembers growing up kennedy the new york times,1.0,1.0
1327,trump rolls back two obamaera education regulations breitbart,1.0,1.0
1328,remain supporters instrumental in emergence of eu army,0.0,0.0
1329,this is how putin celebrated trumps election win,0.0,0.0
1330,state department informants tip clinton campaign off to nyt email investigation,0.0,0.0
1331,two us citizens arrested in tunisia for ties to daesh,0.0,0.0
1332, state swat team drill in prep for backlash against a stolen election,0.0,0.0
1333,,0.0,0.0
1334,why our survival depends on the defeat of jewish power,0.0,0.0
1335,this guy got destroyed by the system,0.0,0.0
1336,tens of thousands of people just got fooled by fake ballot without trumps name on it,0.0,0.0
1337,assistant attorney general tipped off clinton camp about doj investigation,0.0,0.0
1338,breaking obama says there were no scandals during his administration hahaha,0.0,0.0
1339,democrats confront fbi chief at closeddoor intelligence briefing the new york times,1.0,1.0
1340,defense board white house blocked navy from s china sea warship passages,0.0,1.0
1341,no one tried to assassinate donald trump but austyn crites shows up in wikileaks times,0.0,0.0
1342,singer joy villa sees sales spike after maga grammys dress,1.0,1.0
1343,egon von greyerz,0.0,0.0
1344,trump finally plays antiwar card a little,0.0,0.0
1345,where is julian assange,0.0,0.0
1346,cia international womens day barcelona your thursday briefing the new york times,1.0,1.0
1347,political temperature has cooled down,0.0,0.0
1348,prolife sen joe manchin poses in support of planned parenthood,1.0,1.0
1349,when is peach season its a bit fuzzy the new york times,1.0,1.0
1350,paul ryan reluctant supporter weighs response to donald trumps remarks the new york times,1.0,1.0
1351,can maastricht take manhattan the new york times,1.0,1.0
1352,ny attorney general will file lawsuit to protect abortion if ahca passes senate breitbart,1.0,1.0
1353,china learns how to get trumps ear through jared kushner the new york times,1.0,1.0
1354,john g is remarks at the chicago council on global affairs by john f kerry,0.0,0.0
1355,evil zionist jew warmonger bill kristol calls altright scaredy cats,0.0,0.0
1356,this viral video has hillary running scared,0.0,0.0
1357,intervention urged as rt still insisting nathan carter is a thing,0.0,0.0
1358,how to tie a real hangmans noose knot,0.0,0.0
1359,lucifer in the temple of the dog i,0.0,0.0
1360,it literally hurts my brain to read the economic idiocy emitted by trumpkins libertarian,0.0,0.0
1361,after baton rouge flooding learning lessons from new orleans the new york times,1.0,1.0
1362,russia to beef up western defenses with sg is to counteract usnato threat,0.0,0.0
1363,spurred by orlando shooting gop senator offers a gun control compromise the new york times,1.0,1.0
1364,truth is the enemy of the state ,0.0,0.0
1365,comments circulating about the republican presidential candidate,0.0,0.0
1366,the possible identity of the ribs,0.0,0.0
1367,dennis byrd former jets player is killed in car crash in oklahoma the new york times,1.0,1.0
1368,many americans still trying to decide on shiniest turd,0.0,0.0
1369,syria is calmer but cautious as ceasefire begins the new york times,1.0,1.0
1370,shopping becomes a political act in the trump era the new york times,1.0,1.0
1371,,0.0,0.0
1372,michele norris make a america great again is trumps deeply encoded promise of white prosperity breitbart,1.0,1.0
1373,signs of divine intervention in trump victory,0.0,0.0
1374,video fight breaks out on southwest airlines as it lands at burbank airport,1.0,0.0
1375,vladimir putin straight from the horses mouth,0.0,0.0
1376,a song for bill de blasio sounds a sour note for watchdogs the new york times,1.0,1.0
1377,dyson wants to create a hair dryer revolution the new york times,1.0,1.0
1378,donald trump aleppo golden globes your monday evening briefing the new york times,1.0,1.0
1379,the corruption of bill clinton inc,0.0,0.0
1380,and the oscar winners will be the new york times,1.0,1.0
1381,breitbart news daily ransoming the internet breitbart,1.0,1.0
1382,dear mom and dad sorry about the car breakin wish you were here the new york times,1.0,1.0
1383,top mind blowing issues voting americans realized this election,0.0,0.0
1384,exclusive jihadist hamas uncovered islamic state rocket workshop in gaza,1.0,1.0
1385,code red hillary clinton calling for civil war if trump is elected conservative daily post,0.0,0.0
1386,punk targets hurricane victims home flees when surprised by armed owner,0.0,1.0
1387,how to see princes minneapolis the new york times,1.0,1.0
1388,for the trumps made in usa may be a tricky label to stitch the new york times,1.0,1.0
1389,presidentelect trump proved me wrong about this election now i ardently pray he proves me wrong about him,0.0,0.0
1390,comment on the science is overwhelming at this point wifi industry appeals brain tumor association ordinance by the science is overwhelming at this point wifi industry appeals brain tumor association ordinanc waking science,0.0,0.0
1391,dapl protesters proven right as largest gas pipeline in us experiences massive and deadly explosion,0.0,0.0
1392,surveillance video armed suspects flee foiled home invasion breitbart,1.0,1.0
1393,general mills recalls some flour after consumers fall ill the new york times,1.0,1.0
1394,breaking the real reason hillary clinton wont be charged by the fbi,0.0,0.0
1395,whats the big deal ask trump voters on russia hacking report the new york times,1.0,1.0
1396,the united states is prepositioning enemy assets in preparation for a rigged election,0.0,0.0
1397,comment on inequality as policy selective trade protectionism favors higher earners by rickm,0.0,0.0
1398,cssdoug hagmann bob griswold mike adams,0.0,0.0
1399,terror plot to run crowds over in times square thwarted redflag news,0.0,0.0
1400,how to get better returns on savings the new york times,1.0,1.0
1401,a vision of the new earth a celebration and invocation for ,0.0,0.0
1402,bernie ecclestone is replaced as formula one chief executive the new york times,1.0,1.0
1403,transcript president obama on what books mean to him the new york times,1.0,1.0
1404,,0.0,0.0
